City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
212,faya-largeau,17.9257,19.1043,33.79,43,75,4.85,TD,1722730869
213,sainte-rose,16.3324,-61.6979,27.02,89,40,2.06,GP,1722731454
214,emerald,-23.5333,148.1667,19.63,51,0,7.16,AU,1722731455
215,san patricio,28.017,-97.5169,33.08,63,0,6.25,US,1722731457
216,i-n-salah,27.1935,2.4607,34.41,10,0,3.6,DZ,1722731458
217,spirovo,57.419,34.9766,12.08,98,49,1.6,RU,1722731459
218,wailua homesteads,22.0669,-159.378,27.44,73,40,4.63,US,1722730860
219,undurkhaan,47.3194,110.6556,17.39,69,14,3.61,MN,1722730927
220,fuqing,25.725,119.3794,29.87,67,0,0.66,CN,1722731462
221,mount isa,-20.7333,139.5,21.87,46,1,8.23,AU,1722730815
222,peace river,56.2501,-117.286,24.17,49,0,3.6,CA,1722730936
223,kruisfontein,-34.0033,24.7314,15.61,21,100,4.8,ZA,1722731466
224,cabo san lucas,22.8909,-109.9124,35.61,48,20,8.75,MX,1722730951
225,poronaysk,49.2167,143.1167,13.79,77,100,2.55,RU,1722731469
226,nantucket,41.2835,-70.0995,25.56,98,23,8.4,US,1722730951
227,la sarre,48.8002,-79.1996,19.79,65,4,2.95,CA,1722731381
228,kamaishi,39.2667,141.8833,28.7,70,3,2.79,JP,1722731472
229,tanjung pinang,0.9167,104.45,27.02,74,99,6.21,ID,1722731473
230,anadyr,64.75,177.4833,9.28,87,100,8.94,RU,1722731474
231,badger,64.8,-147.5333,13.93,83,100,0.0,US,1722730984
232,al ghayzah,16.2079,52.176,26.04,81,91,2.94,YE,1722731476
233,belmonte,-15.8631,-38.8828,21.96,87,16,3.52,BR,1722731477
234,constitucion,-35.3333,-72.4167,10.17,78,88,1.64,CL,1722731374
235,cosquin,-31.2451,-64.4656,13.13,40,90,1.2,AR,1722731417
236,mata-utu,-13.2816,-176.1745,26.86,77,5,4.48,WF,1722731481
237,khorixas,-20.3667,14.9667,12.89,56,0,0.19,NA,1722731482
238,bathsheba,13.2167,-59.5167,29.34,79,40,8.23,BB,1722730915
239,gadzhiyevo,69.2551,33.3362,9.11,94,26,3.09,RU,1722731077
240,buharkent,37.964,28.7427,26.1,24,0,1.83,TR,1722731485
241,micheweni,-4.9667,39.8333,23.48,81,6,4.71,TZ,1722731486
242,halifax,44.6453,-63.5724,21.94,95,100,0.89,CA,1722730732
243,pao de acucar,-9.7483,-37.4367,18.77,93,0,1.1,BR,1722731488
244,ust-nera,64.5667,143.2,15.76,45,65,3.04,RU,1722731489
245,susuman,62.7833,148.1667,14.69,39,11,1.6,RU,1722731490
246,taoudenni,22.6783,-3.9836,35.48,32,89,6.11,ML,1722731453
247,al kharijah,25.4514,30.5464,31.11,21,5,4.06,EG,1722731492
248,isafjordur,66.0755,-23.124,7.48,95,100,5.58,IS,1722731415
249,luderitz,-26.6481,15.1594,13.13,93,68,4.28,NA,1722731031
250,hamilton,39.1834,-84.5333,28.47,71,20,4.63,US,1722730998
251,al minya,28.1099,30.7503,28.0,43,0,3.03,EG,1722731497
252,an nuhud,12.7,28.4333,26.83,62,96,3.04,SD,1722731498
253,daru,-9.0763,143.2092,24.53,83,100,7.47,PG,1722731499
254,east london,-33.0153,27.9116,19.51,29,86,5.03,ZA,1722731500
255,leava,-14.3,-178.1667,26.99,72,5,3.07,WF,1722731501
256,stara vyzhivka,51.4376,24.44,12.92,87,0,1.86,UA,1722731502
257,nabire,-3.3667,135.4833,29.11,70,77,1.45,ID,1722731503
258,klyuchi,52.2667,79.1667,20.95,71,0,4.2,RU,1722731504
259,tazovsky,67.4667,78.7,13.18,77,100,5.23,RU,1722731505
260,puerto deseado,-47.7503,-65.8938,3.54,88,100,5.64,AR,1722731506
261,maceio,-9.6658,-35.7353,21.69,100,100,3.09,BR,1722731445
262,nogliki,51.8333,143.1667,16.96,51,100,2.99,RU,1722731396
263,hargeysa,9.56,44.065,20.28,64,99,12.25,SO,1722731510
264,xilin hot,43.9667,116.0333,21.56,70,91,4.21,CN,1722731512
265,finote selam,10.7,37.2667,14.86,99,100,0.52,ET,1722731513
266,yarmouth,41.7057,-70.2286,26.47,89,20,7.72,US,1722731086
267,san fernando de apure,7.8878,-67.4724,24.5,91,84,0.97,VE,1722731517
268,westport,41.1415,-73.3579,24.06,86,0,3.13,US,1722731518
269,jiazi,22.8779,116.067,29.96,76,6,3.14,CN,1722731519
270,furstenwalde,52.3667,14.0667,20.19,78,91,2.76,DE,1722731521
271,anori,-3.7728,-61.6442,27.94,61,97,0.2,BR,1722731522
272,grand falls-windsor,48.9332,-55.6649,22.5,65,87,5.34,CA,1722731315
273,olyokminsk,60.3736,120.4264,18.37,58,99,3.48,RU,1722731080
274,ishigaki,24.3448,124.1572,31.07,74,40,1.54,JP,1722731375
275,howard springs,-12.497,131.047,25.95,89,99,4.14,AU,1722730927
276,guerrero negro,27.9769,-114.0611,23.02,69,7,7.6,MX,1722731502
277,kokuy,52.2037,117.5529,17.92,96,100,1.55,RU,1722731529
278,cartagena del chaira,1.3349,-74.8429,25.86,74,100,0.5,CO,1722731530
279,coal city,41.2878,-88.2856,29.62,76,0,2.57,US,1722731531
280,mountain home,43.133,-115.6912,40.57,16,0,3.6,US,1722731532
281,new norfolk,-42.7826,147.0587,10.72,71,70,3.69,AU,1722731239
282,soio,-6.1349,12.3689,19.69,90,0,2.21,AO,1722730943
283,nizhniy kuranakh,58.8353,125.4869,17.92,71,100,1.72,RU,1722731536
284,carutapera,-1.195,-46.02,25.27,75,1,2.94,BR,1722731465
285,muroto-misakicho,33.2833,134.15,29.21,78,1,1.62,JP,1722731538
286,kilju,40.9642,129.3278,24.07,90,99,1.18,KP,1722731540
287,mae ramat,16.984,98.5166,26.0,99,100,0.58,TH,1722731102
288,srisailain,16.0833,78.8667,22.81,87,100,4.48,IN,1722731542
289,portland,45.5234,-122.6762,30.64,34,75,4.63,US,1722731447
290,mar del plata,-38.0023,-57.5575,13.82,55,0,3.09,AR,1722731074
291,shevchenkove,49.6959,37.1735,19.76,40,100,1.45,UA,1722731545
292,pyt-yakh,60.7499,72.8582,16.29,89,95,1.73,RU,1722730973
293,talcahuano,-36.7167,-73.1167,9.82,100,20,2.06,CL,1722731389
294,bunda,-2.05,33.8667,20.37,58,93,2.18,TZ,1722731548
295,nova vicosa,-17.8919,-39.3719,22.43,87,1,4.57,BR,1722731549
296,limassol,34.675,33.0333,26.77,88,0,4.12,CY,1722731550
297,malvan,16.0667,73.4667,26.98,86,100,8.16,IN,1722731552
298,uturoa,-16.7333,-151.4333,24.64,70,88,6.9,PF,1722731553
299,bandarbeyla,9.4942,50.8122,25.87,68,44,12.62,SO,1722731554
300,forecariah,9.4306,-13.0881,23.47,98,100,1.0,GN,1722731555
301,batesville,35.7698,-91.641,31.23,61,0,0.0,US,1722731420
302,alofi,-19.0595,-169.9187,26.94,69,40,3.6,NU,1722731557
303,newnham,-41.3833,147.1333,11.53,82,10,7.72,AU,1722731558
304,punta cardon,11.6581,-70.215,27.5,84,71,13.19,VE,1722731559
305,wuchuan,21.4571,110.7659,30.04,76,1,2.72,CN,1722731560
306,kirensk,57.7853,108.1119,15.86,87,100,0.92,RU,1722731561
307,tampakan,6.4442,124.9264,28.16,73,100,0.71,PH,1722731562
308,laojunmiao,39.8333,97.7333,24.92,14,44,0.91,CN,1722731564
309,borgarnes,64.5383,-21.9206,13.78,70,21,1.37,IS,1722731565
310,al hufuf,25.3646,49.5653,34.19,13,0,3.6,SA,1722731566
311,iquique,-20.2208,-70.1431,16.02,87,30,1.02,CL,1722731311
312,karelichy,53.5653,26.1378,12.38,89,6,2.13,BY,1722731568
313,charlottetown,46.2352,-63.1267,25.16,83,75,6.17,CA,1722731002
314,mil'kovo,55.6078,37.7956,16.3,88,86,2.29,RU,1722731570
315,saint-pierre,-21.3393,55.4781,18.82,59,0,3.6,RE,1722731146
316,lincoln village,39.9548,-83.1307,26.19,90,40,1.54,US,1722731572
317,nuuk,64.1835,-51.7216,2.34,100,100,1.54,GL,1722731573
318,port sudan,19.6175,37.2164,32.26,56,81,3.66,SD,1722731574
319,saipan,15.1355,145.701,30.39,74,75,6.17,MP,1722731575
320,egilsstadir,65.2653,-14.3948,7.95,93,75,3.6,IS,1722731576
321,alta,69.9689,23.2717,14.59,76,64,33.53,NO,1722731380
322,kayenta,36.7278,-110.2546,29.05,27,33,3.83,US,1722731579
323,chichen-itza,20.6667,-88.5667,28.54,67,90,2.58,MX,1722731580
324,trincomalee,8.5711,81.2335,27.07,77,15,6.96,LK,1722731581
325,khost,33.3395,69.9204,24.03,84,86,1.66,AF,1722731583
326,enewetak,11.3474,162.3373,28.32,76,90,1.69,MH,1722731465
327,al bawiti,28.3492,28.8659,27.01,22,5,3.17,EG,1722731585
328,pontes e lacerda,-15.2261,-59.3353,24.75,39,13,1.16,BR,1722731587
329,la'ie,21.6477,-157.9253,30.03,72,45,1.79,US,1722731588
330,tolanaro,-25.0319,46.9987,17.04,94,20,3.09,MG,1722731590
331,pirane,-25.7324,-59.1088,27.23,44,81,5.42,AR,1722731591
332,coahuayana de hidalgo,18.7,-103.6583,28.45,79,100,1.72,MX,1722730809
333,ugoofaaru,5.6667,73.0,28.06,75,92,4.17,MV,1722731593
334,agropoli,40.3469,14.9966,24.29,58,18,2.02,IT,1722731594
335,arraial do cabo,-22.9661,-42.0278,22.48,85,1,10.41,BR,1722731595
336,muncar,-8.4333,114.3333,25.65,81,46,0.82,ID,1722731596
337,sorada,19.75,84.4333,26.4,83,100,1.31,IN,1722731597
338,the pas,53.8251,-101.2541,22.01,40,40,1.54,CA,1722731598
339,levuka,50.1834,-105.4011,25.84,25,94,2.14,CA,1722731599
340,indramayu,-6.3264,108.32,27.17,70,6,4.22,ID,1722731600
341,tchollire,8.4022,14.1698,21.79,98,100,1.86,CM,1722731601
342,polyarnyy,69.1989,33.4478,9.1,93,19,2.82,RU,1722731333
343,paoy paet,13.6561,102.5625,23.79,95,100,1.65,KH,1722731604
344,mandalgovi,45.7625,106.2708,18.04,52,63,4.38,MN,1722731605
345,guasdualito,7.2424,-70.7324,26.0,100,40,0.51,VE,1722731606
346,cockburn town,21.4612,-71.1419,28.39,82,94,8.95,TC,1722731125
347,as sulayyil,20.4607,45.5779,34.14,17,88,4.5,SA,1722731608
348,cafayate,-26.073,-65.9761,11.72,60,100,3.36,AR,1722731609
349,labytnangi,66.6572,66.4183,12.05,86,100,9.85,RU,1722731018
350,urzhar,47.093,81.6294,25.5,37,0,2.88,KZ,1722731611
351,orsa,54.5153,30.4053,14.86,84,100,1.51,BY,1722731612
352,port arthur,38.8,121.2667,29.12,91,100,4.15,CN,1722731613
353,yuzhno-kurilsk,44.0306,145.8556,20.17,88,98,3.14,RU,1722731614
354,callao,-12.0667,-77.15,17.46,77,75,4.12,PE,1722731616
355,kharkhorin,47.1975,102.8238,18.14,55,35,2.36,MN,1722731617
356,linkou,45.3,130.2833,22.29,89,100,1.86,CN,1722731618
357,llallagua,-18.4167,-66.6333,5.63,16,0,0.6,BO,1722731619
358,saint-francois,46.4154,3.9054,17.6,88,0,1.03,FR,1722731620
359,ghazni,33.5536,68.4269,22.12,64,21,1.12,AF,1722731621
360,nova sintra,14.8667,-24.7167,26.5,77,83,2.12,CV,1722731045
361,sharlyk,52.9167,54.75,16.34,83,99,2.51,RU,1722731623
362,vorkuta,67.5,64.0,12.26,69,100,7.15,RU,1722731624
363,itabira,-19.6192,-43.2269,16.04,90,91,1.24,BR,1722731625
364,panaba,21.2833,-88.2667,26.09,84,100,2.99,MX,1722731626
365,laguna,38.421,-121.4238,40.69,19,0,4.12,US,1722731627
366,el calafate,-50.3408,-72.2768,1.4,93,100,0.32,AR,1722731628
367,forbes,-33.3833,148.0167,15.51,55,100,2.44,AU,1722731630
368,arkhangel'sk,64.5401,40.5433,11.06,100,0,1.0,RU,1722731631
369,lerwick,60.1545,-1.1494,11.0,87,2,3.48,GB,1722731632
370,yaren,-0.5472,166.916,29.44,66,11,6.31,NR,1722731036
371,thames,-37.1333,175.5333,11.83,74,100,4.1,NZ,1722731634
372,macusani,-14.0833,-70.4333,1.69,92,22,1.59,PE,1722731635
373,dryden,49.7833,-92.7503,21.16,64,40,1.54,CA,1722731636
374,maintirano,-18.0667,44.0167,19.57,84,23,3.4,MG,1722731637
375,bayganin,48.6947,55.8742,21.84,38,38,2.94,KZ,1722731638
376,kristiansund,63.1115,7.732,16.36,89,100,1.54,NO,1722731639
377,vilhena,-12.7406,-60.1458,25.12,53,0,4.12,BR,1722731640
378,chonchi,-42.6128,-73.8092,7.84,96,100,1.57,CL,1722731642
379,ajasse ipo,8.2333,4.8167,22.58,96,90,3.74,NG,1722731644
380,happy valley-goose bay,53.3168,-60.3315,19.17,77,75,4.63,CA,1722731645
381,lycksele,64.5954,18.6735,14.93,94,100,1.03,SE,1722731646
382,zaozersk,69.4005,32.4476,8.36,96,28,2.77,RU,1722731647
383,nizhneudinsk,54.9076,99.0276,18.36,79,36,1.58,RU,1722731648
384,faaa,-17.55,-149.6,26.98,65,100,7.72,PF,1722731649
385,chibougamau,49.9168,-74.3659,20.79,60,20,4.12,CA,1722731650
386,ciudad lazaro cardenas,17.9583,-102.2,27.04,80,100,3.22,MX,1722731651
387,mweka,-4.85,21.5667,21.12,35,9,1.32,CD,1722731652
388,hadibu,12.65,54.0333,25.37,82,36,10.94,YE,1722731654
389,amungan,15.3652,119.9582,28.44,77,100,1.63,PH,1722731655
390,rawson,-43.3002,-65.1023,10.17,44,5,8.0,AR,1722731645
391,tezu,27.9167,96.1667,23.91,99,100,1.21,IN,1722731657
392,luganville,-15.5333,167.1667,24.08,83,100,4.4,VU,1722731658
393,asekeyevo,53.5742,52.7972,16.33,75,100,3.09,RU,1722731659
394,phan rang-thap cham,11.5667,108.9833,28.91,67,93,0.6,VN,1722731660
395,bhimunipatnam,17.8833,83.4333,26.73,76,93,3.9,IN,1722731661
396,lompoc,34.6391,-120.4579,24.36,72,0,5.66,US,1722731662
397,qamdo,31.1667,97.2333,10.27,71,6,2.2,CN,1722731663
398,bintulu,3.1667,113.0333,27.23,83,20,1.54,MY,1722731664
399,bihar sharif,25.1833,85.5167,27.16,78,100,4.6,IN,1722731665
400,ingraj bazar,25.0,88.15,26.8,88,63,3.16,IN,1722731667
401,brooks,50.5834,-111.8851,31.99,33,53,3.6,CA,1722731668
402,weisswasser,51.5167,14.6333,16.05,81,100,1.81,DE,1722731669
403,kailua-kona,19.6406,-155.9956,30.15,75,0,6.69,US,1722731098
404,bosobolo,4.1833,19.9,20.81,99,100,0.87,CD,1722731671
405,san jose de guanipa,8.8872,-64.1651,26.38,74,83,2.9,VE,1722731672
406,puerto maldonado,-12.6,-69.1833,25.83,58,43,0.5,PE,1722731673
407,port douglas,-16.4833,145.4667,23.22,65,15,6.58,AU,1722731674
408,tual,-5.6667,132.75,25.32,87,19,9.27,ID,1722731675
409,vyritsa,59.4078,30.3481,13.73,97,82,1.24,RU,1722731677
410,miri,4.4148,114.0089,32.08,62,40,0.0,MY,1722731678
411,isna,25.2934,32.554,33.91,20,17,3.8,EG,1722731679
412,atar,20.5169,-13.0499,31.17,51,99,6.33,MR,1722731681
413,aswan,24.0934,32.907,33.06,44,93,4.58,EG,1722731682
414,collie,-33.3667,116.15,9.86,65,1,1.38,AU,1722731684
415,namibe,-15.1961,12.1522,16.52,79,0,4.17,AO,1722731436
416,tharangambadi,11.0319,79.8528,27.17,69,100,5.07,IN,1722731686
417,fortuna,40.5982,-124.1573,16.1,95,100,3.09,US,1722731688
418,sevlievo,43.0258,25.1136,21.01,73,4,3.2,BG,1722731689
419,wiwili,13.6268,-85.8254,24.65,83,100,1.02,NI,1722731690
420,salym,60.0625,71.4789,15.96,88,100,1.53,RU,1722731691
421,al fayyum,29.31,30.8418,26.91,54,0,3.02,EG,1722731692
422,christchurch,-43.5333,172.6333,9.07,76,100,1.03,NZ,1722731151
423,naama,33.2667,-0.3167,27.63,24,5,2.65,DZ,1722731694
424,arar,30.9753,41.0381,29.01,21,0,9.26,SA,1722731695
425,carolina beach,34.0352,-77.8936,29.04,88,13,6.54,US,1722731696
426,sandnessjoen,66.0217,12.6316,17.29,80,9,6.6,NO,1722731698
427,marsh harbour,26.5412,-77.0636,28.6,80,100,8.82,BS,1722731699
428,toamasina,-18.1667,49.3833,15.0,94,20,0.0,MG,1722731701
429,vegreville,53.5001,-112.0518,25.03,48,100,5.14,CA,1722731702
430,songjianghe,42.1859,127.479,28.24,60,30,2.27,CN,1722731703
431,mutuali,-14.8706,37.0044,14.71,66,99,1.03,MZ,1722731704
432,pangkalanbuun,-2.6833,111.6167,27.56,78,32,2.42,ID,1722731705
433,boguchany,58.3814,97.4531,17.41,66,0,1.46,RU,1722731536
434,cestos city,5.46,-9.5828,24.51,87,100,4.5,LR,1722731707
435,todos santos,23.45,-110.2167,35.72,70,35,1.29,MX,1722731709
436,steinbach,50.1667,8.5667,19.51,91,0,2.06,DE,1722731710
437,hilo,19.7297,-155.09,26.64,92,100,4.47,US,1722731711
438,thomasville,35.8826,-80.082,25.05,97,100,6.62,US,1722731712
439,egersund,58.4513,5.9997,16.16,96,100,1.94,NO,1722731623
440,thunder bay,48.4001,-89.3168,21.99,68,75,2.06,CA,1722731571
441,alushta,44.6667,34.4167,23.56,56,51,2.15,UA,1722731715
442,nagqu,31.5,92.0,5.94,77,10,1.2,CN,1722731718
443,usogorsk,63.4106,48.6872,15.97,82,100,3.12,RU,1722731721
444,nevesinje,43.2586,18.1133,15.48,83,0,3.48,BA,1722731722
445,murzuq,25.9155,13.9184,28.63,19,0,3.44,LY,1722731723
446,new haven,41.4001,-72.9329,23.56,90,20,3.09,US,1722731705
447,nkwerre,5.7556,7.1063,21.84,94,100,2.39,NG,1722731725
448,anahuac,27.2333,-100.15,35.88,31,100,4.13,MX,1722731726
449,kolonia town,6.964,158.206,33.0,62,75,2.57,FM,1722731727
